Instrument_#,I-id,Archival_Culture_Name,Possible_GJB_All_cid_Matches,Cultural_focus,Instrument_Name,Alt_Instrument_Names,Sachs_Number,Sachs_Suffix,Additional_Comments,Bibliographic_Sources,Page/plate/illustration#,Archival_source,Source_Tag,Metadata_notes
10,102,SHLUH,25444,,LUTE,Gunbri,321322,61,Plucked with bare fingers,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1452 in 1977 by NZB
10,103,SHLUH,25444,,LUTE,,321322,61,One string,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1451 in 1977 by NZB
26,104,SHLUH,25444,,CLAPPER,,11,0,Iron disc. Earth drum?,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1448 in 1977 by NZB
35,105,SHLUH,25444,,CLAPPING,,1112,0,,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1453 in 1977 by NZB
44,106,SHLUH,25444,,DRUM,,211241,0,"Hourglass, one head","Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1450 in 1977 by NZB
47,107,SHLUH,25444,,FRAME DRUM,Bendir,211311,0,Small frame drum,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1447 in 1977 by NZB
47,108,SHLUH,25444,,FRAME DRUM,,211311,0,Large tambourine,"Mazel, J. (1955). [Liner notes]. Féerie Sud-Marocaine. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. Retrieved from https://archives.crem-cnrs.fr/archives/collections/CNRSMH_E_1957_004_001/; Mazel, J. (1960). [Liner notes]. Grand Haouach De Telouet. France: Philips. In Sound Archives of the CNRS & the Musée de l'Homme, Centre de Recherche en Etnomusicologie. ",,T1737; T1736,@Philips1955FeerieSudMarocaine @Philips1960GrandHaouach ,I-id changed from 1449 in 1977 by NZB
29,109,N INDIA,"28117, 12024, 24157","No specific focus listed, but additional research suggests that this instrument is associated with Kathak dance, which originated in Jaipur, Benares, and Lucknow",ANKLE BELLS,Nupuru; Napura,111242,0,,"Danielou, A. (1952). A Catalogue of recorded classical and traditional Indian music. Archives of recorded music, 6. Paris: UNESCO.; Marcuse, S. (1964). Musical Instruments: A Comprehensive Dictionary. New York: Doubleday & Co.","Danielou, 38; Marcuse, 359",,@Danielou1952IndianMusic @Marcuse1964MusicalInstruments ,I-id changed from 1699 in 1977 by NZB
21,110,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,PANPIPE,,42111211,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
21,111,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,PANPIPE,,42111211,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
21,112,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,PANPIPE,,42111211,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
20,113,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,FLUTE,,421111,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
31,114,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,RATTLE,,112111,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
30,115,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,SLIT DRUM,,111231,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
30,116,SOLOMON,"10000, 11281, 15282",Source refers specifically to the South East Solomon Islands,SLIT DRUM,,111231,0,,"Ivens, W. G. (1927). Melanesians of the South-East Solomon Islands. London: Kegan Paul, Trench, Trubner.",,,@Ivens1927South-EastSolomonIslands  ,
31,117,ZULU,29360,,RATTLE,Ubuvaka,1112,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
26,118,ZULU,29360,,BONES,Amatombo,111211,4,Rib bones,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,119,ZULU,29360,,RATTLE,Amafohlwane,11213,0,Ankle rattles,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 43957",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
25,120,ZULU,29360,,BULLROARER,Mampembe,41222,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 72",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
40,121,ZULU,29360,,DRUM,Ingungu,21111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 27",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
50,122,ZULU,29360,,DRUM,Ingungu,231,5,See also I-id 121 for the same instrument played differently,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 28",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
42,123,ZULU,29360,,DRUM,,211212,4,European influence,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 44-46",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
14,124,ZULU,29360,,HORN,Mpalampala; Upondo,42312122,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 79",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
14,125,ZULU,29360,,HORN,Icilongo,42312121,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 80-82",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,126,ZULU,29360,,MUSICAL BOW,,3111211,17,Mouth bow,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 228, 234, 245",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
26,127,ZULU,29360,,SHIELD,Ikawu,11114,3,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,128,ZULU,29360,,MUSICAL BOW,Ugubu; Gubuolukhulu,3111212,15,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 197, 201, 203-04, 245",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,129,ZULU,29360,,MUSICAL BOW,,311121222,15,Hunting bow,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 205-06, 208-09, 245",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,130,ZULU,29360,,MUSICAL BOW,,311121222,15,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 205-06, 208-09, 245",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,131,ZULU,29360,,MUSICAL BOW,Umrube,3111211,18,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 239",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,132,ZULU,29360,,WHISTLE,Impempe,4211111,52,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 89",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,133,ZULU,29360,,WHISTLE,,421111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 109",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,134,ZULU,29360,,FLUTE,,4211213,27,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 127-28",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,135,ZULU,29360,,MUSICAL BOW,Umquangala,311111,16,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 225",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,136,TODA,27259,,FLUTE,Buguri,4211,27,,"Rivers, W. H. R. (1906). The Todas. New York: Macmillian & Co.","Rivers, 601",,@Rivers1906TheTodas  ,
29,137,TODA,27259,,BELL,Mani,1112421,0,Probably the most sacred objects of veneration,"Rivers, W. H. R. (1906). The Todas. New York: Macmillian & Co.","Rivers, 425",,@Rivers1906TheTodas  ,
29,138,TODA,27259,,BELL,,11124212,0,Household bell,"Rivers, W. H. R. (1906). The Todas. New York: Macmillian & Co.","Rivers, 424",,@Rivers1906TheTodas  ,
33,139,GILYAK,15907,,JEWS HARP,Kanga,1212,4,,"Seeland, N. (1882). Die Ghiliaken: Eine ethnograposche Skizze. Russische revue, 21. St. Petersburg: Verlay der Kaiserlichen Hofbuchhandlung H. Schmitzdorff (Carl Röttger).",,,@Seeland1882DieGhiliaken  ,
26,140,GILYAK,15907,,PERCUSSION STICK,,111211,4,,"Seeland, N. (1882). Die Ghiliaken: Eine ethnograposche Skizze. Russische revue, 21. St. Petersburg: Verlay der Kaiserlichen Hofbuchhandlung H. Schmitzdorff (Carl Röttger).",,,@Seeland1882DieGhiliaken  ,
38,141,GILYAK,15907,,BOARD,,11122,0,,"Kreinovich, E. A. (1935). Okhota na belckhu uriliakov clerevini Puir. Sovetskaia etnografiia, 2. Moscow: Akademiia Nauk SSSR.",,,@Kreinovich1935OkhotaNaBelckhuUriliakovClereviniPuir  ,
10,142,GILYAK,15907,,LUTE,,321,0,,"Hawes, C. H. (1903). In the Uttermost East. London: Harper.","Hawes, 272-73",,@Hawes1903IntheUttermostEast  ,
31,143,GILYAK,15907,,RATTLE,,11213,0,,"Hawes, C. H. (1903). In the Uttermost East. London: Harper.","Hawes, 272-73",,@Hawes1903IntheUttermostEast  ,
31,144,GILYAK,15907,,RATTLE,,11211,0,,"Seeland, N. (1882). Die Ghiliaken: Eine ethnograposche Skizze. Russische revue, 21. St. Petersburg: Verlay der Kaiserlichen Hofbuchhandlung H. Schmitzdorff (Carl Röttger).","Seeland, 52",,@Seeland1882DieGhiliaken  ,
47,145,GILYAK,15907,,FRAME DRUM,,211311,0,,"Seeland, N. (1882). Die Ghiliaken: Eine ethnograposche Skizze. Russische revue, 21. St. Petersburg: Verlay der Kaiserlichen Hofbuchhandlung H. Schmitzdorff (Carl Röttger).",,,@Seeland1882DieGhiliaken  ,
29,146,GILYAK,15907,,BELLS,,111242,0,,"Seeland, N. (1882). Die Ghiliaken: Eine ethnograposche Skizze. Russische revue, 21. St. Petersburg: Verlay der Kaiserlichen Hofbuchhandlung H. Schmitzdorff (Carl Röttger).","Seeland, 47",,@Seeland1882DieGhiliaken  ,
26,147,THONGA,,,CLAPPER,,11122,4,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,148,THONGA,,,RATTLE,,112111,52,Ankle rattles,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 10",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,149,THONGA,,,RATTLE,,11213,3,Hand rattle,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 42",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
47,150,THONGA,,,FRAME DRUM,Mantskomane,211311,4,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 41-44",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
45,151,THONGA,,,DRUM,Muntshintshi,21125,52,Taboo: must not look inside if it cracks,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 40",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
42,152,THONGA,,,DRUM,Shikolombane,2112112,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 41",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
14,153,THONGA,,,HORN,,423,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 85",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
24,154,THONGA,,,OCARINA,Shiwaya,42113,27,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 128",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
26,155,THONGA,,,SHIELD,,11122,52,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 24",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,156,THONGA,,,MUSICAL BOW,,311121121,15,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 205",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,157,THONGA,,,MUSICAL BOW,Dende,31112122,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 199",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,158,THONGA,,,MUSICAL BOW,Zambi,31112,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 237",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,159,THONGA,,,FLUTE,Shitloti,4211213,27,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 122",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,160,THONGA,,,WHISTLE,,4211112,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 100-01",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,161,PONDO,23882,,FLUTE,Umtshiogi,42111121,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 112",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,162,PONDO,23882,,RATTLE,,112111,0,Ankle rattle,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 6",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,163,ZULU,29360,,FLUTE,Umtshingi; Isigekle,42111121,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 112",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,164,PONDO,23882,,MUSICAL BOW,,311121,17,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 220",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,165,PONDO,23882,,MUSICAL BOW,Isankuni,31112122,18,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 242-43",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,166,PONDO,23882,,MUSICAL BOW,Umqunge,3111211,18,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 239-40, 242",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
30,167,MAORI,20835,,SLIT DRUM,Pahu,111231,3,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 197",,@Anderson1934MaoriMusic  ,
26,168,MAORI,20835,,PERCUSSION STICK,,111211,4,Mouth is used as a resonator,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 200",,@Anderson1934MaoriMusic  ,
20,169,MAORI,20835,,FLUTE,Koavau,42111112,27,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 230",,@Anderson1934MaoriMusic  ,
20,170,MAORI,20835,,FLUTE,Pu-porutu,42111112,0,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 254",,@Anderson1934MaoriMusic  ,
17,171,YAGUA,28843,,UNKNOWN,,4222,0,,"Fejos, P. (1943). Ethnography of the Yagua. Viking Fund Publications in Anthropology, 1. New York: The Viking Fund.","Fejos, 67",,@Fejos1943Yagua  ,
13,172,MAORI,20835,,TRUMPET,Putorino,4231111,0,"A quasi-trumpet or ""trumpet-flute""","Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 273",,@Anderson1934MaoriMusic  ,
13,173,MAORI,20835,,TRUMPET,Putatora,4231112,0,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 285",,@Anderson1934MaoriMusic  ,
14,174,MAORI,20835,,TRUMPET,Pukea,42312121,0,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 291",,@Anderson1934MaoriMusic  ,
33,175,MAORI,20835,,JEWS HARP,,1212,0,,"Anderson, J. (1934). Maori music, with its Polynesian background. Memoirs of the Polynesian Society, 10.","Anderson, 299",,@Anderson1934MaoriMusic  ,
32,176,UTE,"62526, 28106",,SCRAPER,,112212,3,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 26",,@Densmore1922NorthernUtemusic  ,
47,177,UTE,"62526, 28106",,FRAME DRUM,,211321,3,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 29",,@Densmore1922NorthernUtemusic  ,
40,178,UTE,"62526, 28106",,DRUM,,21111,24,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 95",,@Densmore1922NorthernUtemusic  ,
20,179,UTE,"62526, 28106",,FLUTE,,421211,27,,"Densmore, F. (1922). Northern Ute music. Bureau of American Ethnology Bulletin. 75, 1–213.","Densmore, 29",,@Densmore1922NorthernUtemusic  ,
31,180,XHOSA,28810,,RATTLE,Imiguza,112111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 44020",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,181,XHOSA,28810,,RATTLE,Isikunjane,112111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 7",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
31,182,XHOSA,28810,,RATTLE,Amaqashele,112111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 8",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
52,183,XHOSA,28810,,DRUM,Ingqongqo,211,0,This is generally a skin stretched on sticks or held by hand,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 19-23, 25",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
28,184,XHOSA,28810,,SHIELD,,11122,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23-25",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
25,185,XHOSA,28810,,BULLROARER,Uvuru,41222,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 72",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,186,XHOSA,28810,,FLUTE,,42111121,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 82, 112-20",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
20,187,ZULU,29360,,FLUTE,Amagenfe,42111111,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 120",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
14,188,XHOSA,28810,,HORN,Isigodhlo,4231222,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 79",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
28,189,XHOSA,28810,,SHIELD,Ikawu,11122,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 23-24",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,190,XHOSA,28810,,MUSICAL BOW,Inkinge,311121,17,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 220, 225",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,191,XHOSA,28810,,MUSICAL BOW,Uhadi,31112122,0,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 197, 201-02, 204, 245",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,192,XHOSA,28810,,MUSICAL BOW,Umrube,3111211,18,,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 239-40",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
5,193,XHOSA,28810,,MUSICAL BOW,Gora,3111,0,Not really a musical bow; it is a hybrid.,"Kirby, P. (1953). The Musical Instruments of the Native Races of South Africa. Johannesburg: Witwatersrand University Press.","Kirby, 182-83",,@Kirby1953MusicalInstrumentsSouthAfrica  ,
