Instrument_#,I-id,Instrument_Name,Archival_Culture_Name,Sachs_Number,Sachs_Suffix,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Active
25,440,BULLROARER,N AUSTRALIA,41222,0,0,0,1,2,4,1,1,4,3,0,0,1,6,1,1
28,443,PERCUSSION PLAQUE,N AUSTRALIA,11122,0,0,0,6,2,4,1,3,1,10,4,0,1,6,3,1
26,441,PERCUSSION STICK,N AUSTRALIA,111211,0,0,0,2,2,2,1,3,1,10,6,0,0,6,12,1
26,439,PERCUSSION STICK,N AUSTRALIA,111211,4,0,0,2,2,1,1,2,1,10,0,1,2,6,12,1
5,1644,MUSICAL BOW,N INDIA,321311,18,9,0,0,5,2,1,2,1,10,0,0,0,0,0,1
19,1643,BAGPIPE,N INDIA,422122,26,0,0,5,2,3,1,3,10,11,16,0,0,0,0,1
18,1655,OBOE,N INDIA,422122,27,10,0,2,2,1,4,2,16,10,0,0,7,6,2,1
17,1645,CLARINET,N INDIA,4222112,28,10,0,5,2,2,4,2,16,11,0,0,7,6,2,1
20,1646,FLUTE,N INDIA,42122122,27,10,0,5,2,1,1,3,16,11,10,0,7,6,2,1
33,1702,JEWS HARP,N INDIA,1212,0,0,0,1,2,3,3,1,3,0,0,1,7,6,2,1
26,1641,CLAPPER,N INDIA,11111,4,0,0,2,2,3,1,1,0,0,0,0,7,6,4,1
47,1642,FRAME DRUM,N INDIA,2113,4,0,2,2,0,1,1,3,11,16,0,0,7,6,4,1
49,1658,DRUM,N INDIA,22000000,0,0,2,5,2,2,1,2,0,16,0,0,7,8,4,1
44,402,DRUM,N INDIA,2112412,4,0,3,3,2,2,1,2,12,16,0,0,9,2,5,1
10,1647,LUTE,N INDIA,321321,17,9,0,6,3,1,4,1,16,0,0,0,7,11,5,1
26,1656,POT,N INDIA,11124,4,0,0,3,2,2,1,2,10,16,0,0,7,11,5,1
10,1639,LUTE,N INDIA,321322,17,7,0,0,2,2,1,2,11,16,0,0,7,11,5,1
43,1654,DRUM,N INDIA,2112221,4,0,1,5,2,1,1,4,16,12,10,0,7,11,5,1
10,1648,LUTE,N INDIA,321321,16,7,0,6,2,2,6,2,15,16,0,0,7,12,5,1
10,1649,LUTE,N INDIA,321321,17,7,0,7,2,1,4,3,16,10,15,0,7,12,5,1
30,1652,SLIT DRUM,N INDIA,111231,4,0,0,6,2,3,1,3,1,5,11,0,1,2,6,1
10,1651,LUTE,N INDIA,32122,18,9,0,6,3,2,1,3,13,10,16,0,7,11,7,1
23,1640,HARMONIUM,N INDIA,412132,26,0,0,4,2,1,4,3,10,16,11,0,7,13,7,1
6,1650,ZITHER,N INDIA,311222,17,7,0,7,2,1,1,3,16,15,10,0,7,15,7,1
43,1653,DRUM,N INDIA,2112212,3,4,1,3,2,1,1,4,10,16,12,0,7,15,7,1
7,1637,ZITHER,N INDIA,314122,15,8,0,5,2,2,4,3,10,11,16,0,9,16,7,1
29,109,ANKLE BELLS,N INDIA,111242,0,0,0,1,5,1,1,1,10,0,0,0,2,14,9,1
29,574,BELL ANKLETS,N INDIA,111242000,6,0,0,1,2,1,1,3,1,10,13,0,2,14,9,1
26,1657,MUSICAL CUPS,N INDIA,11124,4,6,0,1,2,2,3,1,16,0,0,0,6,15,9,1
10,1638,LUTE,N INDIA,321321,18,9,0,0,2,2,1,2,16,11,0,0,7,11,12,1
42,1378,DRUM,N RUMANIA,211211,0,0,9,7,2,2,1,1,10,0,0,0,0,0,0,1
10,1382,BASS VIOL,N RUMANIA,321322,19,9,0,8,2,1,5,1,16,0,0,0,0,0,0,1
42,1381,DRUM,N RUMANIA,211212,0,0,3,1,0,1,1,2,12,11,0,0,1,0,0,1
29,1384,BELL,N RUMANIA,11124212,0,0,0,1,2,2,1,3,3,11,12,0,1,6,0,1
13,1380,ALPHORN,N RUMANIA,4231211,0,10,0,9,3,2,1,3,8,6,12,0,2,6,0,1
26,1379,CLAPPER,N RUMANIA,1111,0,0,0,0,2,2,1,1,10,0,0,1,2,3,2,1
15,1628,CORNET,N RUMANIA,42323,0,0,0,2,3,2,3,2,10,5,0,0,1,6,2,1
20,1627,FLUTE,N RUMANIA,42112112,0,11,0,2,3,1,1,3,10,11,5,0,1,6,2,1
10,1375,FIDDLE,N RUMANIA,321322,19,9,0,5,2,1,1,4,16,5,10,0,1,6,3,1
37,1377,DRUM,N RUMANIA,2321,0,0,1,3,0,2,1,3,3,11,12,0,1,6,4,1
19,1374,BAGPIPE,N RUMANIA,422121,26,0,0,4,2,1,1,2,10,0,0,0,7,8,4,1
20,1626,FLUTE,N RUMANIA,42111112,0,10,0,5,2,2,1,2,15,16,0,0,0,6,5,1
10,1376,LUTE,N RUMANIA,321321,17,0,0,5,2,1,1,2,5,10,0,0,6,6,5,1
7,1373,CIMBALOM,N RUMANIA,314122,15,8,0,7,4,1,5,1,16,0,0,0,1,16,5,1
10,1383,CELLO,N RUMANIA,321322,19,9,0,7,0,2,5,2,10,16,0,0,7,15,7,1
18,1566,OBOE,N RUSSIA,4221111,0,10,0,2,3,1,1,2,16,10,0,0,0,6,2,1
13,1565,TRUMPET,N RUSSIA,42312112,27,10,0,3,3,2,2,2,8,7,0,0,1,6,2,1
20,1561,FLUTE,N RUSSIA,42111112,0,10,0,2,0,1,5,4,16,10,9,0,1,6,2,1
13,1564,TRUMPET,N RUSSIA,42312112,0,10,0,8,3,3,5,1,9,0,0,0,6,6,2,1
20,1562,WHISTLE,N RUSSIA,42111112,0,10,0,1,8,1,1,1,0,0,0,0,9,6,2,1
21,748,PANPIPE,N RUSSIA,42111211,0,4,0,2,2,2,1,1,10,0,0,0,4,6,4,1
10,1625,PANDORE,N RUSSIA,321321,17,7,0,0,0,2,4,1,16,0,0,0,6,11,4,1
10,1563,LUTE,N RUSSIA,321322,0,7,0,2,0,2,4,2,15,16,0,0,9,0,5,1
23,1568,ACCORDION,N RUSSIA,412132,0,0,0,4,0,1,4,3,16,15,10,0,6,6,5,1
47,1559,FRAME DRUM,N RUSSIA,211311,2,8,0,4,4,1,1,2,10,15,0,0,9,6,5,1
10,1569,LUTE,N RUSSIA,321322,17,7,0,6,3,1,4,2,16,11,0,0,6,12,5,1
19,1560,BAGPIPE,N RUSSIA,42212,26,0,0,4,2,3,5,3,11,10,16,0,0,6,6,1
7,1567,ZITHER,N RUSSIA,3112,16,7,0,6,4,3,5,3,16,13,15,0,6,11,7,1
10,1570,LUTE,N RUSSIA,321322,0,7,0,6,0,1,4,3,16,10,15,0,6,12,7,1
31,1333,RATTLE,N.CAYAPO,11213,3,0,0,2,3,1,1,2,3,10,0,0,2,6,0,1
20,1335,FLUTE,N.CAYAPO,4211111,0,0,0,5,0,1,1,2,10,3,0,0,2,6,2,1
29,1336,BELL,N.CAYAPO,1112421,3,0,0,1,4,1,4,1,3,0,0,0,1,6,4,1
26,1334,STICK,N.CAYAPO,11111,4,0,0,4,3,1,1,2,10,3,0,0,2,6,4,1
31,1332,RATTLE,N.CAYAPO,112121,6,0,0,2,3,1,1,2,10,3,0,0,2,2,9,1
47,1400,FRAME DRUM,NORTH ITALY,211311,0,0,0,2,4,1,1,3,10,11,16,0,0,6,0,1
10,1398,VIOLIN,NORTH ITALY,321322,18,9,0,3,2,1,1,4,10,12,16,0,0,6,2,1
21,1403,PANPIPE,NORTH ITALY,42111211,0,6,0,2,2,3,1,2,16,12,0,0,1,6,2,1
17,1406,CLARINET,NORTH ITALY,4222112,27,10,0,4,2,1,4,3,16,10,11,0,1,6,2,1
15,1404,TRUMPET,NORTH ITALY,423233,0,0,0,3,2,2,4,3,16,10,11,0,1,6,2,1
15,1405,TROMBONE,NORTH ITALY,42322,0,0,0,8,2,2,4,3,16,10,11,0,1,6,2,1
18,1402,OBOE,NORTH ITALY,422112,27,0,0,2,2,1,1,3,10,11,16,0,1,6,2,1
10,1399,GUITAR,NORTH ITALY,321322,16,7,0,6,2,1,1,4,10,12,16,6,1,6,4,1
23,1407,ACCORDION,NORTH ITALY,412132,30,0,0,5,3,1,1,3,16,10,11,0,0,2,5,1
19,573,BAGPIPE,NORTH ITALY,422121,26,0,0,3,2,2,1,2,10,11,16,0,1,6,5,1
19,1401,BAGPIPE,NORTH ITALY,422212,26,0,0,8,2,2,1,3,10,11,16,0,1,6,7,1
14,976,HORN,NORWAY,42312111,0,10,0,2,2,2,1,1,15,0,0,0,1,6,2,1
20,973,FLUTE,NORWAY,42112111,0,11,0,4,2,1,1,3,10,15,11,0,1,6,2,1
10,974,FIDDLE,NORWAY,321322,19,9,0,4,2,1,1,3,10,11,15,0,1,6,2,1
7,977,DULCIMER,NORWAY,3141,17,7,0,5,5,2,1,3,10,15,16,0,7,11,6,1
14,975,TRUMPET,NORWAY,42312122,0,10,0,8,6,2,7,1,8,0,0,0,1,6,12,1
35,1147,CLAPPING,NUER,1112,0,0,0,1,4,1,1,3,10,11,16,9,1,6,4,1
45,1148,DRUM,NUER,2112511,9,0,4,6,2,1,1,3,1,10,5,9,5,15,4,1
11,1145,LYRE,NUER,3212,16,8,0,4,2,2,1,1,16,0,0,9,6,11,5,1
26,1146,IDIOPHONE,NUER,11114,4,0,0,3,6,1,1,2,8,7,0,9,4,15,7,1
5,1144,EARTH BOW,NUER,31112,16,0,0,4,1,4,1,1,1,0,0,4,5,15,10,1
47,316,FRAME DRUM,OMAHA,211311,0,0,5,2,2,1,1,2,2,10,0,0,0,0,0,1
42,318,DRUM,OMAHA,211211,0,0,5,4,3,2,1,2,10,1,0,0,6,15,0,1
20,317,FLUTE,OMAHA,42121112,27,0,0,3,2,2,1,1,15,10,0,0,9,6,2,1
31,314,RATTLE,OMAHA,112112,3,0,0,1,0,2,1,1,2,10,0,0,9,6,12,1
31,315,RATTLE,OMAHA,11213,3,0,0,1,0,2,1,4,2,1,9,0,9,6,12,1
32,5,SCRAPE BASKET,PAPAGO,11123,0,0,0,2,3,3,1,1,0,0,0,0,0,0,0,1
20,4,FLUTE,PAPAGO,42111112,27,10,0,4,3,2,1,1,4,0,0,9,7,6,4,1
31,1,RATTLE,PAPAGO,11213,3,0,0,1,3,2,1,4,2,0,9,9,6,6,5,1
32,2,SCRAPE STICK,PAPAGO,11221,4,0,0,3,3,2,1,2,2,0,0,9,5,6,7,1
32,3,BASKET-DRUM,PAPAGO,11125,3,0,0,2,3,2,1,3,6,10,9,9,5,15,9,1
10,623,LUTE,PERSIA,321322,19,7,0,7,0,1,2,0,16,0,0,0,0,0,0,1
40,627,DRUM,PERSIA,21112,0,4,4,0,3,1,2,0,14,11,0,0,0,0,0,1
10,622,LUTE,PERSIA,321322,19,0,0,5,0,2,1,0,10,16,11,0,0,0,0,1
46,626,DRUM,PERSIA,21126,0,0,0,2,0,1,1,0,10,11,0,0,6,0,0,1
13,628,TRUMPET,PERSIA,4231211,0,10,0,0,3,4,0,3,14,12,8,0,0,6,0,1
10,620,FIDDLE,PERSIA,321311,0,9,0,6,3,2,2,0,16,0,0,0,6,16,0,1
13,629,TRUMPET,PERSIA,4231211,0,10,0,3,3,3,1,1,8,0,0,0,0,0,2,1
20,631,FLUTE,PERSIA,42111112,27,10,0,4,3,1,2,0,16,0,0,0,0,6,2,1
18,630,SHAWM,PERSIA,421112,27,10,0,3,3,1,1,0,16,0,0,0,9,6,2,1
7,621,ZITHER,PERSIA,314122,0,8,0,5,3,2,1,0,16,0,0,0,6,11,5,1
26,624,CYMBAL,PERSIA,111142,0,1,0,1,0,1,1,1,10,0,0,0,2,6,12,1
47,625,FRAME DRUM,PERSIA,211311,0,0,2,2,0,1,1,3,10,11,16,0,9,6,12,1
42,477,DRUM,PERU ANCIENT,21121,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,1
20,479,FLUTE,PERU ANCIENT,421111,27,10,0,1,2,1,7,0,0,0,0,0,0,0,0,1
47,481,FRAME DRUM,PERU ANCIENT,2113,0,0,0,0,5,1,2,2,1,11,0,0,0,0,0,1
13,476,TRUMPET,PERU ANCIENT,42311,0,10,0,2,2,0,7,3,1,9,14,0,0,0,0,1
13,483,TRUMPET,PERU ANCIENT,423121,0,10,0,2,0,0,2,0,0,0,0,1,0,0,0,1
42,475,DRUM,PERU ANCIENT,21121,0,0,0,9,5,4,2,3,1,10,2,0,1,2,0,1
20,484,FLUTE,PERU ANCIENT,421111,27,10,0,3,2,1,2,2,4,1,0,0,0,6,0,1
20,478,FLUTE,PERU ANCIENT,42112,0,11,0,0,2,3,5,0,0,0,0,0,1,6,2,1
21,480,PANPIPE,PERU ANCIENT,421112,0,10,0,2,2,1,5,3,10,2,10,1,1,6,2,1
31,482,RATTLE,PERU ANCIENT,112111,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,1
5,1135,MUSICAL BOW,POMO,3111,21,8,0,4,2,2,1,2,16,15,0,0,0,0,0,1
35,1137,CLAPPING,POMO,1112,0,0,0,0,4,1,1,3,1,3,10,0,1,0,0,1
25,1136,BULLROARER,POMO,41222,0,0,0,6,2,1,1,2,1,3,0,1,1,6,1,1
16,1134,ACORN STRING,POMO,41214,0,0,0,2,10,1,1,2,15,16,0,0,0,4,2,1
16,1133,CLAMSHELLS,POMO,41214,0,0,0,1,2,1,1,1,1,0,0,1,0,4,2,1
20,1131,FLUTE,POMO,42112112,27,11,0,2,2,1,1,2,16,15,0,0,0,6,2,1
20,1129,WHISTLE,POMO,4211111,27,10,0,2,0,2,1,1,10,0,0,1,0,6,2,1
20,1132,WHISTLE,POMO,4211111,27,10,0,1,2,1,1,2,1,2,0,0,1,6,2,1
20,1128,WHISTLE,POMO,42111222,27,10,0,1,2,1,1,2,1,10,0,1,1,6,2,1
52,1127,DRUM,POMO,211,0,0,9,8,2,1,1,1,1,0,0,0,1,15,11,1
31,1130,SPLIT RATTLE,POMO,11213,3,0,0,4,0,2,1,2,10,2,0,0,2,6,12,1
31,1126,RATTLE,POMO,11211,3,0,0,8,5,1,1,3,1,10,2,4,2,6,12,1
20,161,FLUTE,PONDO,42111121,0,10,0,4,2,1,1,3,7,15,16,0,9,6,3,1
5,166,MUSICAL BOW,PONDO,3111211,18,9,0,4,3,2,1,0,15,16,0,0,1,4,4,1
5,164,MUSICAL BOW,PONDO,311121,17,7,0,5,5,1,1,2,15,16,0,0,1,6,4,1
5,165,MUSICAL BOW,PONDO,31112122,18,9,0,5,3,2,3,0,15,16,0,0,0,8,4,1
31,162,RATTLE,PONDO,112111,0,0,0,5,3,1,1,0,10,0,0,0,2,14,9,1
10,907,GUITAR,PUERTO RICO,321322,16,7,0,5,2,1,1,4,15,10,11,0,1,6,4,1
10,906,GUITAR,PUERTO RICO,321322,16,7,0,6,2,1,1,4,15,10,11,0,1,6,4,1
32,911,SCRAPER,PUERTO RICO,11222,4,0,0,1,2,1,1,4,15,11,10,0,1,6,5,1
26,909,STICK,PUERTO RICO,111212,4,0,0,1,3,1,1,3,15,11,10,9,1,6,5,1
31,910,RATTLE,PUERTO RICO,11213,3,0,0,2,3,1,1,4,15,11,10,9,1,6,5,1
34,908,MARIMBOLA,PUERTO RICO,12212,4,7,0,3,3,1,1,3,15,10,11,0,7,15,9,1
21,745,PANPIPE,PWO KARENS,421112,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,1
27,734,GONG,PWO KARENS,1112411,0,0,0,4,0,4,2,2,6,1,0,1,0,0,0,1
22,746,MOUTH ORGAN,PWO KARENS,41213,27,0,0,5,0,2,1,0,0,0,0,0,0,0,1,1
33,740,JEWS HARP,PWO KARENS,1212,0,0,0,2,5,1,1,2,4,15,0,0,0,4,2,1
33,741,JEWS HARP,PWO KARENS,1212,0,0,0,1,3,2,1,2,8,15,0,0,0,4,2,1
17,733,CLARINET,PWO KARENS,41213,27,0,0,2,2,2,1,2,5,11,0,0,1,5,2,1
20,744,FLUTE,PWO KARENS,42111,27,10,0,3,0,0,1,0,0,0,0,0,0,6,2,1
46,735,DRUM,PWO KARENS,21126,3,0,1,5,0,1,4,2,5,11,0,0,1,2,4,1
27,739,GONG,PWO KARENS,1112411,3,0,0,2,2,2,4,2,5,11,0,0,1,6,4,1
26,736,CYMBAL,PWO KARENS,111142,4,1,0,1,3,2,4,2,5,11,0,0,1,6,4,1
12,732,HARP,PWO KARENS,32211,16,7,0,7,3,1,2,4,15,4,0,0,6,11,4,1
28,743,XYLOPHONE,PWO KARENS,111232,4,0,0,5,3,1,1,2,15,16,0,0,5,15,10,1
6,742,IDIOCHORD,PWO KARENS,31211,16,8,0,6,0,2,1,1,16,0,0,0,6,17,10,1
20,738,WHISTLE,PWO KARENS,421,0,10,0,0,2,4,0,1,6,0,0,0,1,6,12,1
26,731,PERCUSSION STICK,PWO KARENS,111211,41,0,0,4,2,4,0,1,6,0,0,0,1,6,12,1
31,737,RATTLE,PWO KARENS,112111,0,0,0,0,6,4,0,1,6,0,0,0,1,17,12,1
47,96,FRAME DRUM,QUECHUA,2113,0,0,0,2,3,2,1,1,9,0,0,0,0,0,0,1
31,89,RATTLE,QUECHUA,112111,0,0,0,1,2,2,1,4,6,3,7,0,2,0,0,1
10,95,MANDOLIN,QUECHUA,321,16,7,0,3,0,1,1,4,12,11,15,0,9,6,0,1
12,92,HARP,QUECHUA,3222,16,7,0,6,0,2,4,4,12,11,16,0,0,15,0,1
17,91,CLARINET,QUECHUA,422212,0,10,0,3,3,2,1,0,0,0,0,0,1,6,1,1
21,90,PANPIPE,QUECHUA,4211123,0,0,0,4,3,1,2,4,5,6,11,0,1,6,2,1
20,94,FLUTE,QUECHUA,421211,27,10,0,3,3,1,1,4,4,10,11,0,9,6,4,1
42,1506,DRUM,RIF,21121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
47,1504,FRAME DRUM,RIF,211,0,0,0,0,0,0,0,2,5,10,0,0,0,0,0,1
26,1505,CASTANET,RIF,111141,0,0,0,0,0,0,0,2,5,10,0,0,0,0,0,1
20,1503,FLUTE,RIF,421,33,0,0,0,0,0,0,1,16,0,0,0,0,6,2,1
18,1502,OBOE,RIF,422,33,10,0,0,0,0,0,2,5,10,0,0,0,6,2,1
18,1501,OBOE,RIF,42212,27,10,0,3,2,0,0,2,5,10,0,0,0,6,2,1
17,1509,CLARINET,RIF,4222,27,10,0,2,2,1,8,2,5,16,0,0,6,6,4,1
47,1508,FRAME DRUM,RIF,21131,0,0,2,0,0,1,1,2,5,10,0,0,0,6,12,1
45,1590,DRUM,RUANDA,21125,0,0,0,0,2,1,1,1,10,0,0,0,0,0,0,1
42,1591,DRUM,RUANDA,2112112,3,0,4,0,2,1,1,1,10,0,0,0,0,0,0,1
42,1592,DRUM,RUANDA,2112112,53,0,4,0,2,1,1,1,10,0,0,0,0,0,0,1
35,1014,CLAPPING,RUANDA,1112,0,0,0,0,4,1,1,3,10,11,15,0,1,0,0,1
31,1010,RATTLE,RUANDA,1123,3,0,0,0,0,2,1,2,1,10,0,0,0,6,0,1
31,1009,RATTLE BOARD,RUANDA,112112,3,0,0,2,8,1,1,3,10,11,15,0,0,6,0,1
17,1008,CLARINET,RUANDA,422211,33,11,0,0,8,2,1,3,10,11,15,0,0,6,0,1
31,1011,RATTLE STICK,RUANDA,11212,3,0,0,0,8,1,1,3,10,11,15,0,2,6,0,1
20,1007,FIFE,RUANDA,42112112,0,11,0,2,2,1,1,2,16,15,0,0,0,6,2,1
14,1012,HORN,RUANDA,4231212,0,10,0,3,2,1,1,2,8,9,0,0,1,6,2,1
43,1013,DRUM,RUANDA,21122,0,0,0,9,2,4,1,3,8,14,1,0,1,16,2,1
20,1006,FLUTE,RUANDA,421111,27,10,0,3,2,3,1,2,16,15,0,0,0,6,3,1
7,955,ZITHER,RUANDA,3151,16,7,0,7,2,1,1,2,10,11,0,0,7,11,4,1
5,956,MUSICAL BOW,RUANDA,31112122,21,9,0,8,2,1,1,0,0,0,0,0,1,15,4,1
46,958,DRUM,RUANDA,211212,3,0,4,7,2,4,1,2,10,1,0,0,1,15,4,1
20,957,FLUTE,RUANDA,421111,27,10,0,7,2,2,1,1,15,0,0,0,7,6,5,1
46,959,DRUM,RUANDA,21126,0,0,4,6,2,4,1,2,10,1,0,0,1,15,6,1
7,886,GROUND BOW,RUANDA,31421,16,7,0,8,2,1,1,2,15,16,0,0,1,15,8,1
28,1704,IDIOPHONE,S INDIA,111222000,3,0,0,0,2,2,1,3,13,10,1,0,0,0,0,1
14,1723,HORN,S INDIA,42312121,0,10,0,5,2,2,1,2,1,12,0,0,1,6,1,1
10,1716,LUTE,S INDIA,321322,18,9,0,4,2,2,4,2,16,11,0,0,0,3,2,1
13,1724,CONCH,S INDIA,423121,0,10,0,2,2,2,1,1,1,0,0,0,1,6,2,1
33,1721,JEWS HARP,S INDIA,1212,0,0,0,1,2,3,3,1,1,0,0,0,7,6,2,1
20,1719,FLUTE,S INDIA,42122122,27,10,0,5,2,1,1,3,16,11,10,0,7,6,2,1
18,1713,OBOE,S INDIA,422122,27,10,0,4,2,1,4,3,5,11,16,0,7,6,2,1
35,1706,CLAPPING,S INDIA,1112,0,0,0,0,6,1,1,3,15,10,12,0,2,0,4,1
5,1725,MUSICAL BOW,S INDIA,31111,21,7,0,9,2,2,1,2,12,1,0,0,7,1,4,1
26,1710,CYMBAL,S INDIA,111142,4,0,0,1,5,1,1,3,16,10,11,0,0,6,4,1
26,1717,PERCUSSION STICK,S INDIA,11111,4,0,0,2,2,3,1,1,0,0,0,0,7,6,4,1
26,1705,CLAPPER,S INDIA,11111,4,0,0,2,2,2,1,1,12,1,0,0,7,6,4,1
10,1722,LUTE,S INDIA,321321,19,9,0,5,2,2,1,1,16,0,0,0,7,8,4,1
43,1711,DRUM,S INDIA,2112221,0,0,3,3,6,1,1,2,10,16,0,0,0,2,5,1
42,1707,DRUM,S INDIA,2112112,4,0,4,6,2,2,1,3,13,10,1,0,1,2,5,1
44,1709,DRUM,S INDIA,2112412,4,0,3,3,2,2,1,2,1,12,0,0,9,2,5,1
10,1714,LUTE,S INDIA,321321,0,7,0,7,2,1,4,3,16,10,15,0,7,12,5,1
26,1726,PITCHER,S INDIA,11124,4,0,0,2,2,2,1,2,12,16,0,0,7,16,5,1
43,1708,DRUM,S INDIA,2112321,4,0,1,6,2,1,1,2,1,16,0,0,7,15,7,1
10,1715,LUTE,S INDIA,311222,17,7,0,7,2,1,1,3,16,15,10,0,7,15,7,1
43,1727,DRUM,S INDIA,2112212,0,4,1,3,2,1,1,4,10,16,12,0,7,15,7,1
23,1718,HARMOMIUM,S INDIA,412132,26,0,0,4,2,1,4,3,10,16,11,6,7,15,7,1
29,1703,BELL ANKLETS,S INDIA,111242,6,0,0,1,2,1,1,3,1,10,13,0,2,14,9,1
29,1720,ANKLE BELLS,S INDIA,111242,0,0,0,1,5,1,1,1,10,0,0,6,2,14,9,1
26,1728,MUSICAL CUPS,S INDIA,11124,4,6,0,1,2,2,3,1,16,0,0,0,6,15,9,1
43,1712,DRUM,S INDIA,2112221,4,0,1,5,3,1,1,4,16,12,10,0,7,11,15,1
29,1367,BELL,S RUMANIA,11124212,3,0,0,1,2,2,1,3,3,11,12,0,1,6,0,1
20,1366,FLUTE,S RUMANIA,4211111,0,10,0,2,3,1,1,1,10,0,0,0,1,6,2,1
21,1631,PANPIPE,S RUMANIA,4211122,0,1,0,3,3,3,1,1,16,0,0,0,1,6,2,1
16,1629,RIBBON REED,S RUMANIA,41214,0,0,0,1,4,3,1,1,16,0,0,0,1,6,2,1
20,1368,WHISTLE,S RUMANIA,421,0,0,0,1,8,2,1,2,10,12,0,0,2,6,2,1
10,1372,FIDDLE,S RUMANIA,321322,19,9,0,5,2,1,1,4,5,10,16,0,1,6,3,1
37,1364,DRUM,S RUMANIA,2321,0,0,1,3,0,2,1,3,3,11,12,0,1,6,4,1
10,1371,GUITAR,S RUMANIA,321322,0,7,0,5,0,1,4,1,16,0,0,0,0,2,5,1
17,1630,CLARINET,S RUMANIA,422212,28,10,0,5,3,1,4,2,10,16,0,0,1,6,5,1
10,1365,LUTE,S RUMANIA,321321,17,0,0,5,2,1,1,2,5,10,0,0,6,6,5,1
7,1370,CIMBALOM,S RUMANIA,314122,15,8,0,7,4,1,5,4,5,10,16,0,1,16,5,1
9,1632,PIANO,S RUMANIA,314122,22,0,0,8,4,1,4,2,10,16,0,0,7,16,5,1
10,1369,BASS VIOL,S RUMANIA,321322,19,9,0,8,2,1,5,4,13,16,5,0,1,15,7,1
17,1574,SAXOPHONE,S US,422212,27,10,0,8,2,3,3,3,10,11,16,0,1,2,2,1
17,1579,SAXOPHONE,S US,422212,27,10,0,7,2,2,4,4,10,11,16,0,1,2,2,1
10,1580,MANDOLIN,S US,321321,17,7,0,3,3,2,1,3,10,11,1,0,9,2,4,1
26,1575,CLAPPER,S US,11121,4,1,0,1,3,2,1,3,11,10,16,0,9,6,5,1
10,1582,GUITAR,S US,321322,17,7,0,7,2,2,4,3,10,11,16,0,2,2,7,1
42,1507,DRUM,S US,211212,4,10,0,7,2,2,4,3,10,11,16,0,6,15,7,1
36,1581,STOMPING,S US,500,0,0,0,0,4,1,1,4,10,11,1,0,9,0,10,1
47,1534,FRAME DRUM,S US,211311,2,0,2,2,4,1,1,4,10,1,11,0,2,6,12,1
26,553,SPLIT STICK,SAMOA,1123,0,0,0,3,3,3,1,1,1,0,0,0,0,0,0,1
26,564,PERCUSSION TUBE,SAMOA,111232,0,0,0,0,0,1,1,1,10,0,0,0,0,0,0,1
26,563,PERCUSSION TUBE,SAMOA,111232,0,5,0,7,0,2,1,1,10,0,0,0,0,0,0,1
26,565,PERCUSSION PLAQUE,SAMOA,111221,3,0,0,0,2,4,1,1,14,0,0,0,0,0,0,1
30,558,SLIT DRUM,SAMOA,111231,3,6,3,9,2,4,3,2,8,3,0,0,0,0,0,1
21,552,PANPIPE,SAMOA,421112,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,1
13,556,TRUMPET,SAMOA,423121,0,10,0,0,2,4,1,1,9,0,0,0,1,6,0,1
30,561,SLIT DRUM,SAMOA,111231,45,0,4,3,3,2,1,1,10,0,0,0,1,15,0,1
33,555,JEWS HARP,SAMOA,12121,0,0,0,1,0,1,1,1,15,0,0,0,0,4,2,1
20,554,FLUTE,SAMOA,42@112,27,10,0,2,4,1,1,1,4,0,0,0,0,6,2,1
13,557,TRUMPET,SAMOA,423112,0,11,0,1,2,3,1,2,8,9,0,0,1,6,2,1
30,560,SLIT DRUM,SAMOA,111231,3,0,3,0,8,2,4,2,8,10,0,0,1,17,4,1
25,562,STAMP TUBE,SAMOA,111232,45,2,0,0,3,2,1,1,10,0,0,0,0,6,6,1
30,559,SLIT DRUM,SAMOA,111231,4,0,4,8,2,0,3,1,8,0,0,0,1,15,8,1
33,1098,JEWS HARP,SAMOYEDE,1212,0,0,0,1,5,2,1,2,16,15,0,0,6,4,2,1
47,1100,FRAME DRUM,SAMOYEDE,211311,13,0,5,7,2,1,1,1,2,0,0,0,6,6,3,1
29,1099,BELLS,SAMOYEDE,11124211,3,0,0,2,2,2,1,1,2,0,0,0,1,6,5,1
7,1097,ZITHER,SAMOYEDE,31412,0,0,0,4,2,2,1,1,16,0,0,0,1,6,6,1
45,459,DRUM,SANTODOMINGO,21125,0,0,0,3,2,4,1,1,1,0,0,0,0,0,0,1
28,458,PERCUSSION PLAQUE,SANTODOMINGO,111221,0,0,0,0,2,3,1,2,1,10,0,0,1,2,0,1
31,454,RATTLE,SANTODOMINGO,112121,6,0,0,1,3,2,1,2,10,1,0,0,2,6,0,1
20,462,FLUTE,SANTODOMINGO,4211112,27,10,0,2,2,1,1,1,10,0,0,0,0,6,2,1
20,463,FLUTE,SANTODOMINGO,42111112,27,10,0,5,2,4,1,2,1,7,0,0,1,6,2,1
20,461,WHISTLE,SANTODOMINGO,42111111,0,10,0,1,2,4,1,1,2,0,0,0,7,6,2,1
